Product,title,url,rating,review_count,price
Keyboard,havit Wired Gaming Keyboard Mouse Combo LED Rainbow Backlit Gaming Keyboard RGB Gaming Mouse Ergonomic Wrist Rest 104 Keys Keyboard Mouse 4800 DPI for Windows & Mac PC Gamers (Black),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_computers_sr_pg1_1?ie=UTF8&adId=A00270411PRNR08SJDX9Q&url=%2FHAVIT-Rainbow-Backlit-Gaming-Keyboard%2Fdp%2FB016Y2BVKA%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Dkeyboard%26qid%3D1630967914%26s%3Dpc%26sr%3D1-1-spons%26psc%3D1%26smid%3DA3TJEO884AOUB3&qualifier=1630967914&id=7279091945695342&widgetName=sp_atf,4.5,16241,21.24
Keyboard,"Corsair K65 RGB MINI 60% Mechanical Gaming Keyboard (Customizable Per-Key RGB Backlighting, CHERRY MX Speed Mechanical Keyswitches, Detachable USB Type-C Cable, AXON Hyper-Processing Technology) Black",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_computers_sr_pg1_1?ie=UTF8&adId=A03832271OV7M2JCQRZGT&url=%2FCorsair-Customizable-Backlighting-Keyswitches-Hyper-Processing%2Fdp%2FB08W2CSXLM%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Dkeyboard%26qid%3D1630967914%26s%3Dpc%26sr%3D1-2-spons%26psc%3D1&qualifier=1630967914&id=7279091945695342&widgetName=sp_atf,4.7,51,97.82
Keyboard,"PONVIT PC230 Wireless Keyboard Mouse Combo, Energy Saving, Slim Quick 2.4GHz Cordless Full Size Computer Keyboard Silent & 3 Adjustable DPI USB Mouse Independent On/Off Switch for PC Laptop, Black",https://www.amazon.com/PONVIT-PC230-Wireless-Adjustable-Independent/dp/B095RX8NJK/ref=sr_1_3?dchild=1&keywords=keyboard&qid=1630967914&s=pc&sr=1-3,4.3,251,20.99
Keyboard,"Wireless Keyboard and Mouse Combo, EDJO 2.4G Full-Sized Ergonomic Computer Keyboard with Wrist Rest and 3 Level DPI Adjustable Wireless Mouse for Windows, Mac OS Desktop/Laptop/PC",https://www.amazon.com/Wireless-EDJO-Full-Sized-Ergonomic-Adjustable/dp/B08PBVDQKG/ref=sr_1_4?dchild=1&keywords=keyboard&qid=1630967914&s=pc&sr=1-4,4.2,1041,28.89
Keyboard,"Manhattan Wired Computer Keyboard, Black – Basic Keyboard - with 5ft USB-A Cable, 104-keys, Foldable Stands - Compatible for Windows, PC, Laptop - 3 Year Warranty - 179324",https://www.amazon.com/Manhattan-104-key-Keyboard-Built-Indicator/dp/B07RQVB3HQ/ref=sr_1_5?dchild=1&keywords=keyboard&qid=1630967914&s=pc&sr=1-5,4.2,2655,12.99
Keyboard,"FIODIO Membrane Gaming Keyboard, USB Wired Keyboard with Rainbow Backlit, 104 Comfortable Quiet Silent Keys, 26 Anti-Ghosting Keys, Spill Resistant, Multimedia Control for PC and Desktop Computer",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg1_1?ie=UTF8&adId=A03429481SX86VLX37TLQ&url=%2FFIODIO-Comfortable-Anti-Ghosting-Resistant-Multimedia%2Fdp%2FB086168Y25%2Fref%3Dsr_1_7_sspa%3Fdchild%3D1%26keywords%3Dkeyboard%26qid%3D1630967914%26s%3Dpc%26sr%3D1-7-spons%26psc%3D1&qualifier=1630967914&id=7279091945695342&widgetName=sp_mtf,4.3,659,29.19
Keyboard,SteelSeries Apex 3 RGB Gaming Keyboard – 10-Zone RGB Illumination – IP32 Water Resistant – Premium Magnetic Wrist Rest (Whisper Quiet Gaming Switch),https://www.amazon.com/SteelSeries-Apex-RGB-Gaming-Keyboard/dp/B07ZGDPT4M/ref=sr_1_8?dchild=1&keywords=keyboard&qid=1630967914&s=pc&sr=1-8,4.8,11366,38.99
Keyboard,"Wireless Keyboard and Mouse Combo, LeadsaiL Compact Quiet Full Size Wireless Keyboard and Mouse Set 2.4G Ultra-Thin Sleek Design for Windows, Computer, Desktop, PC, Notebook, Laptop (Light Black)",https://www.amazon.com/Wireless-Keyboard-LeadsaiL-Battery-Notebook/dp/B082VS96NC/ref=sr_1_9?dchild=1&keywords=keyboard&qid=1630967914&s=pc&sr=1-9,4.3,1909,27.19
Keyboard,"NPET K10 Gaming Keyboard USB Wired Floating Keyboard, Quiet Ergonomic Water-Resistant Mechanical Feeling Keyboard, Ultra-Slim Rainbow LED Backlit Keyboard for Desktop, Computer, PC",https://www.amazon.com/NPET-Floating-Keyboard-Mechanical-Illuminated/dp/B01ALLT2W4/ref=sr_1_10?dchild=1&keywords=keyboard&qid=1630967914&s=pc&sr=1-10,4.5,15786,21.99
Keyboard,Dell Wired Keyboard - Black KB216 (580-ADMT),https://www.amazon.com/Dell-Wired-Keyboard-Black-580-ADMT/dp/B00ZYLMQH0/ref=sr_1_13?dchild=1&keywords=keyboard&qid=1630967914&s=pc&sr=1-13,4.6,13889,16.49
